age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
36,no,non-travel,1229,sales,8,4,technical degree,1,male,84,3,2,sales executive,4,divorced,5079,25952,4,no,13,3,4,2,12,3,3,7,7,0,7
31,yes,non-travel,335,research & development,9,2,medical,3,male,46,2,1,research scientist,1,single,2321,10322,0,yes,22,4,1,0,4,0,3,3,2,1,2
33,no,non-travel,722,sales,17,3,life sciences,4,male,38,3,4,manager,3,single,17444,20489,1,no,11,3,4,0,10,2,3,10,8,6,0
29,yes,travel_rarely,906,research & development,10,3,life sciences,4,female,92,2,1,research scientist,1,single,2404,11479,6,yes,20,4,3,0,3,5,3,0,0,0,0
33,no,travel_rarely,461,research & development,13,1,life sciences,2,female,53,3,1,research scientist,4,single,3452,17241,3,no,18,3,1,0,5,4,3,3,2,0,2
45,no,travel_rarely,974,research & development,1,4,medical,4,female,91,3,1,laboratory technician,4,divorced,2270,11005,3,no,14,3,4,2,8,2,3,5,3,0,2
50,no,travel_rarely,1126,research & development,1,2,medical,4,male,66,3,4,research director,4,divorced,17399,6615,9,no,22,4,3,1,32,1,2,5,4,1,3
33,no,travel_frequently,827,research & development,1,4,other,3,female,84,4,2,healthcare representative,2,married,5488,20161,1,yes,13,3,1,1,6,2,3,6,5,1,2
41,no,travel_frequently,840,research & development,9,3,medical,1,male,64,3,5,research director,3,divorced,19419,3735,2,no,17,3,2,1,21,2,4,18,16,0,11
27,no,travel_rarely,1134,research & development,16,4,technical degree,3,female,37,3,1,laboratory technician,2,married,2811,12086,9,no,14,3,2,1,4,2,3,2,2,2,2
45,no,non-travel,248,research & development,23,2,life sciences,4,male,42,3,2,laboratory technician,1,married,3633,14039,1,yes,15,3,3,1,9,2,3,9,8,0,8
47,no,travel_rarely,955,sales,4,2,life sciences,4,female,83,3,2,sales executive,4,single,4163,8571,1,yes,17,3,3,0,9,0,3,9,0,0,7
30,yes,travel_rarely,138,research & development,22,3,life sciences,1,female,48,3,1,research scientist,3,married,2132,11539,4,yes,11,3,2,0,7,2,3,5,2,0,1
50,no,travel_rarely,939,research & development,24,3,life sciences,4,male,95,3,4,manufacturing director,3,married,13973,4161,3,yes,18,3,4,1,22,2,3,12,11,1,5
38,no,travel_frequently,1391,research & development,10,1,medical,3,male,66,3,1,research scientist,3,married,2684,12127,0,no,17,3,2,1,3,0,2,2,1,0,2
46,no,travel_rarely,566,research & development,7,2,medical,4,male,75,3,3,manufacturing director,3,divorced,10845,24208,6,no,13,3,2,1,13,3,3,8,7,0,7
24,no,travel_rarely,1206,research & development,17,1,medical,4,female,41,2,2,manufacturing director,3,divorced,4377,24117,1,no,15,3,2,2,5,6,3,4,2,3,2
35,yes,travel_rarely,622,research & development,14,4,other,3,male,39,2,1,laboratory technician,2,divorced,3743,10074,1,yes,24,4,4,1,5,2,1,4,2,0,2
31,no,travel_frequently,853,research & development,1,1,life sciences,3,female,96,3,2,manufacturing director,1,married,4148,11275,1,no,12,3,3,1,4,1,3,4,3,0,3
18,no,non-travel,287,research & development,5,2,life sciences,2,male,73,3,1,research scientist,4,single,1051,13493,1,no,15,3,4,0,0,2,3,0,0,0,0
54,no,travel_rarely,1441,research & development,17,3,technical degree,3,female,56,3,3,manufacturing director,3,married,10739,13943,8,no,11,3,3,1,22,2,3,10,7,0,8
35,no,travel_rarely,583,research & development,25,4,medical,3,female,57,3,3,healthcare representative,3,divorced,10388,6975,1,yes,11,3,3,1,16,3,2,16,10,10,1
30,no,travel_rarely,153,research & development,8,2,life sciences,2,female,73,4,3,research director,1,married,11416,17802,0,yes,12,3,3,3,9,4,2,8,7,1,7
20,yes,travel_rarely,1097,research & development,11,3,medical,4,female,98,2,1,research scientist,1,single,2600,18275,1,yes,15,3,1,0,1,2,3,1,0,0,0
30,yes,travel_frequently,109,research & development,5,3,medical,2,female,60,3,1,laboratory technician,2,single,2422,25725,0,no,17,3,1,0,4,3,3,3,2,1,2
26,no,travel_rarely,1066,research & development,2,2,medical,4,male,32,4,2,manufacturing director,4,married,5472,3334,1,no,12,3,2,0,8,2,3,8,7,1,3
22,no,travel_rarely,217,research & development,8,1,life sciences,2,male,94,1,1,laboratory technician,1,married,2451,6881,1,no,15,3,1,1,4,3,2,4,3,1,1
48,no,travel_rarely,277,research & development,6,3,life sciences,1,male,97,2,2,healthcare representative,3,single,4240,13119,2,no,13,3,4,0,19,0,3,2,2,2,2
48,no,travel_rarely,1355,research & development,4,4,life sciences,3,male,78,2,3,healthcare representative,3,single,10999,22245,7,no,14,3,2,0,27,3,3,15,11,4,8
41,no,travel_rarely,549,research & development,7,2,medical,4,female,42,3,2,manufacturing director,3,single,5003,23371,6,no,14,3,2,0,8,6,3,2,2,2,1
39,no,travel_rarely,466,research & development,1,1,life sciences,4,female,65,2,4,manufacturing director,4,married,12742,7060,1,no,16,3,3,1,21,3,3,21,6,11,8
27,no,travel_rarely,1055,research & development,2,4,life sciences,1,female,47,3,2,manufacturing director,4,married,4227,4658,0,no,18,3,2,1,4,2,3,3,2,2,2
35,no,travel_rarely,802,research & development,10,3,other,2,male,45,3,1,laboratory technician,4,divorced,3917,9541,1,no,20,4,1,1,3,4,2,3,2,1,2
42,no,travel_rarely,265,sales,5,2,marketing,4,male,90,3,5,manager,3,married,18303,7770,6,no,13,3,2,0,21,3,4,1,0,0,0
50,no,travel_rarely,804,research & development,9,3,life sciences,1,male,64,3,1,laboratory technician,4,married,2380,20165,4,no,18,3,2,0,8,5,3,1,0,0,0
59,no,travel_rarely,715,research & development,2,3,life sciences,3,female,69,2,4,manufacturing director,4,single,13726,21829,3,yes,13,3,1,0,30,4,3,5,3,4,3
37,yes,travel_rarely,1141,research & development,11,2,medical,1,female,61,1,2,healthcare representative,2,married,4777,14382,5,no,15,3,1,0,15,2,1,1,0,0,0
55,no,travel_frequently,135,research & development,18,4,medical,3,male,62,3,2,healthcare representative,2,married,6385,12992,3,yes,14,3,4,2,17,3,3,8,7,6,7
41,no,non-travel,247,research & development,7,1,life sciences,2,female,55,1,5,research director,3,divorced,19973,20284,1,no,22,4,2,2,21,3,3,21,16,5,10
38,no,travel_rarely,1035,sales,3,4,life sciences,2,male,42,3,2,sales executive,4,single,6861,4981,8,yes,12,3,3,0,19,1,3,1,0,0,0
26,yes,non-travel,265,sales,29,2,medical,2,male,79,1,2,sales executive,1,single,4969,21813,8,no,18,3,4,0,7,6,3,2,2,2,2
52,yes,travel_rarely,266,sales,2,1,marketing,1,female,57,1,5,manager,4,married,19845,25846,1,no,15,3,4,1,33,3,3,32,14,6,9
44,no,travel_rarely,1448,sales,28,3,medical,4,female,53,4,4,sales executive,4,married,13320,11737,3,yes,18,3,3,1,23,2,3,12,11,11,11
50,no,non-travel,145,sales,1,3,life sciences,4,female,95,3,2,sales executive,3,married,6347,24920,0,no,12,3,1,1,19,3,3,18,7,0,13
36,yes,travel_rarely,885,research & development,16,4,life sciences,3,female,43,4,1,laboratory technician,1,single,2743,8269,1,no,16,3,3,0,18,1,3,17,13,15,14
39,no,travel_frequently,945,research & development,22,3,medical,4,female,82,3,3,manufacturing director,1,single,10880,5083,1,yes,13,3,3,0,21,2,3,21,6,2,8
33,no,non-travel,1038,sales,8,1,life sciences,2,female,88,2,1,sales representative,4,single,2342,21437,0,no,19,3,4,0,3,2,2,2,2,2,2
45,no,travel_rarely,1234,sales,11,2,life sciences,4,female,90,3,4,manager,4,married,17650,5404,3,no,13,3,2,1,26,4,4,9,3,1,1
32,no,non-travel,1109,research & development,29,4,medical,4,female,69,3,1,laboratory technician,3,single,4025,11135,9,no,12,3,2,0,10,2,3,8,7,7,7
34,no,travel_rarely,216,sales,1,4,marketing,2,male,75,4,2,sales executive,4,divorced,9725,12278,0,no,11,3,4,1,16,2,2,15,1,0,9
59,no,travel_rarely,1089,sales,1,2,technical degree,2,male,66,3,3,manager,4,married,11904,11038,3,yes,14,3,3,1,14,1,1,6,4,0,4
45,no,travel_rarely,788,human resources,24,4,medical,2,male,36,3,1,human resources,2,single,2177,8318,1,no,16,3,1,0,6,3,3,6,3,0,4
53,no,travel_frequently,124,sales,2,3,marketing,3,female,38,2,3,sales executive,2,married,7525,23537,2,no,12,3,1,1,30,2,3,15,7,6,12
36,yes,travel_rarely,660,research & development,15,3,other,1,male,81,3,2,laboratory technician,3,divorced,4834,7858,7,no,14,3,2,1,9,3,2,1,0,0,0
26,yes,travel_frequently,342,research & development,2,3,life sciences,1,male,57,3,1,research scientist,1,married,2042,15346,6,yes,14,3,2,1,6,2,3,3,2,1,2
34,no,travel_rarely,1333,sales,10,4,life sciences,3,female,87,3,1,sales representative,3,married,2220,18410,1,yes,19,3,4,1,1,2,3,1,1,0,0
28,no,travel_rarely,1144,sales,10,1,medical,4,male,74,3,1,sales representative,2,married,1052,23384,1,no,22,4,2,0,1,5,3,1,0,0,0
38,no,travel_frequently,1186,research & development,3,4,other,3,male,44,3,1,research scientist,3,married,2821,2997,3,no,16,3,1,1,8,2,3,2,2,2,2
50,no,travel_rarely,1464,research & development,2,4,medical,2,male,62,3,5,research director,3,married,19237,12853,2,yes,11,3,4,1,29,2,2,8,1,7,7
37,no,travel_rarely,124,research & development,3,3,other,4,female,35,3,2,healthcare representative,2,single,4107,13848,3,no,15,3,1,0,8,3,2,4,3,0,1
40,no,travel_rarely,300,sales,26,3,marketing,3,male,74,3,2,sales executive,1,married,8396,22217,1,no,14,3,2,1,8,3,2,7,7,7,5
26,no,travel_frequently,921,research & development,1,1,medical,1,female,66,2,1,research scientist,3,divorced,2007,25265,1,no,13,3,3,2,5,5,3,5,3,1,3
46,no,travel_rarely,430,research & development,1,4,medical,4,male,40,3,5,research director,4,divorced,19627,21445,9,no,17,3,4,2,23,0,3,2,2,2,2
54,no,travel_rarely,1082,sales,2,4,life sciences,3,female,41,2,3,sales executive,3,married,10686,8392,6,no,11,3,2,1,13,4,3,9,4,7,0
56,no,travel_frequently,1240,research & development,9,3,medical,1,female,63,3,1,research scientist,3,married,2942,12154,2,no,19,3,2,1,18,4,3,5,4,0,3
36,no,travel_rarely,796,research & development,12,5,medical,4,female,51,2,3,manufacturing director,4,single,8858,15669,0,no,11,3,2,0,15,2,2,14,8,7,8
55,no,non-travel,444,research & development,2,1,medical,3,male,40,2,4,manager,1,single,16756,17323,7,no,15,3,2,0,31,3,4,9,7,6,2
43,no,travel_rarely,415,sales,25,3,medical,3,male,79,2,3,sales executive,4,divorced,10798,5268,5,no,13,3,3,1,18,5,3,1,0,0,0
20,yes,travel_frequently,769,sales,9,3,marketing,4,female,54,3,1,sales representative,4,single,2323,17205,1,yes,14,3,2,0,2,3,3,2,2,0,2
21,yes,travel_rarely,1334,research & development,10,3,life sciences,3,female,36,2,1,laboratory technician,1,single,1416,17258,1,no,13,3,1,0,1,6,2,1,0,1,0
46,no,travel_rarely,1003,research & development,8,4,life sciences,4,female,74,2,2,research scientist,1,divorced,4615,21029,8,yes,23,4,1,3,19,2,3,16,13,1,7
51,yes,travel_rarely,1323,research & development,4,4,life sciences,1,male,34,3,1,research scientist,3,married,2461,10332,9,yes,12,3,3,3,18,2,4,10,0,2,7
28,yes,non-travel,1366,research & development,24,2,technical degree,2,male,72,2,3,healthcare representative,1,single,8722,12355,1,no,12,3,1,0,10,2,2,10,7,1,9
26,no,travel_rarely,192,research & development,1,2,medical,1,male,59,2,1,laboratory technician,1,married,3955,11141,1,no,16,3,1,2,6,2,3,5,3,1,3
30,no,travel_rarely,1176,research & development,20,3,other,3,male,85,3,2,manufacturing director,1,married,9957,9096,0,no,15,3,3,1,7,1,2,6,2,0,2
41,no,travel_rarely,509,research & development,7,2,technical degree,2,female,43,4,1,research scientist,3,married,3376,18863,1,no,13,3,3,0,10,3,3,10,6,0,8
38,no,travel_rarely,330,research & development,17,1,life sciences,3,female,65,2,3,healthcare representative,3,married,8823,24608,0,no,18,3,1,1,20,4,2,19,9,1,9
40,no,travel_rarely,1492,research & development,20,4,technical degree,1,male,61,3,3,healthcare representative,4,married,10322,26542,4,no,20,4,4,1,14,6,3,11,10,11,1
27,no,non-travel,1277,research & development,8,5,life sciences,1,male,87,1,1,laboratory technician,3,married,4621,5869,1,no,19,3,4,3,3,4,3,3,2,1,2
55,no,travel_frequently,1091,research & development,2,1,life sciences,4,male,65,3,3,manufacturing director,2,married,10976,15813,3,no,18,3,2,1,23,4,3,3,2,1,2
28,no,travel_rarely,857,research & development,10,3,other,3,female,59,3,2,research scientist,3,single,3660,7909,3,no,13,3,4,0,10,4,4,8,7,1,7
44,yes,travel_rarely,1376,human resources,1,2,medical,2,male,91,2,3,human resources,1,married,10482,2326,9,no,14,3,4,1,24,1,3,20,6,3,6
33,no,travel_rarely,654,research & development,5,3,life sciences,4,male,34,2,3,healthcare representative,4,divorced,7119,21214,4,no,15,3,3,1,9,2,3,3,2,1,2
35,yes,travel_rarely,1204,sales,4,3,technical degree,4,male,86,3,3,sales executive,1,single,9582,10333,0,yes,22,4,1,0,9,2,3,8,7,4,7
33,yes,travel_frequently,827,research & development,29,4,medical,1,female,54,2,2,research scientist,3,single,4508,3129,1,no,22,4,2,0,14,4,3,13,7,3,8
28,no,travel_rarely,895,research & development,15,2,life sciences,1,male,50,3,1,laboratory technician,3,divorced,2207,22482,1,no,16,3,4,1,4,5,2,4,2,2,2
34,no,travel_frequently,618,research & development,3,1,life sciences,1,male,45,3,2,healthcare representative,4,single,7756,22266,0,no,17,3,3,0,7,1,2,6,2,0,4
37,no,travel_rarely,309,sales,10,4,life sciences,4,female,88,2,2,sales executive,4,divorced,6694,24223,2,yes,14,3,3,3,8,5,3,1,0,0,0
25,yes,travel_rarely,1219,research & development,4,1,technical degree,4,male,32,3,1,laboratory technician,4,married,3691,4605,1,yes,15,3,2,1,7,3,4,7,7,5,6
26,yes,travel_rarely,1330,research & development,21,3,medical,1,male,37,3,1,laboratory technician,3,divorced,2377,19373,1,no,20,4,3,1,1,0,2,1,1,0,0
33,yes,travel_rarely,1017,research & development,25,3,medical,1,male,55,2,1,research scientist,2,single,2313,2993,4,yes,20,4,2,0,5,0,3,2,2,2,2
42,no,travel_rarely,469,research & development,2,2,medical,4,male,35,3,4,manager,1,married,17665,14399,0,no,17,3,4,1,23,3,3,22,6,13,7
28,yes,travel_frequently,1009,research & development,1,3,medical,1,male,45,2,1,laboratory technician,2,divorced,2596,7160,1,no,15,3,1,2,1,2,3,1,0,0,0
50,yes,travel_frequently,959,sales,1,4,other,4,male,81,3,2,sales executive,3,single,4728,17251,3,yes,14,3,4,0,5,4,3,0,0,0,0
33,no,travel_frequently,970,sales,7,3,life sciences,4,female,30,3,2,sales executive,2,married,4302,13401,0,no,17,3,3,1,4,3,3,3,2,0,2
34,no,non-travel,697,research & development,3,4,life sciences,3,male,40,2,1,research scientist,4,married,2979,22478,3,no,17,3,4,3,6,2,3,0,0,0,0
48,no,non-travel,1262,research & development,1,4,medical,1,male,35,4,4,manager,4,single,16885,16154,2,no,22,4,3,0,27,3,2,5,4,2,1
45,no,non-travel,1050,sales,9,4,life sciences,2,female,65,2,2,sales executive,3,married,5593,17970,1,no,13,3,4,1,15,2,3,15,10,4,12
52,no,travel_rarely,994,research & development,7,4,life sciences,2,male,87,3,3,healthcare representative,2,single,10445,15322,7,no,19,3,4,0,18,4,3,8,6,4,0
38,no,travel_rarely,770,sales,10,4,marketing,3,male,73,2,3,sales executive,3,divorced,8740,5569,0,yes,14,3,2,2,9,2,3,8,7,2,7
29,no,travel_rarely,1107,research & development,28,4,life sciences,3,female,93,3,1,research scientist,4,divorced,2514,26968,4,no,22,4,1,1,11,1,3,7,5,1,7
28,no,travel_rarely,950,research & development,3,3,medical,4,female,93,3,3,manufacturing director,2,divorced,7655,8039,0,no,17,3,2,3,10,3,2,9,7,1,7
46,no,travel_rarely,406,sales,3,1,marketing,1,male,52,3,4,manager,3,married,17465,15596,3,no,12,3,4,1,23,3,3,12,9,4,9
38,no,travel_rarely,130,sales,2,2,marketing,4,male,32,3,3,sales executive,2,single,7351,20619,7,no,16,3,3,0,10,2,3,1,0,0,0
43,no,travel_frequently,1082,research & development,27,3,life sciences,3,female,83,3,3,manufacturing director,1,married,10820,11535,8,no,11,3,3,1,18,1,3,8,7,0,1
39,yes,travel_frequently,203,research & development,2,3,life sciences,1,male,84,3,4,healthcare representative,4,divorced,12169,13547,7,no,11,3,4,3,21,4,3,18,7,11,5
40,no,travel_rarely,1308,research & development,14,3,medical,3,male,44,2,5,research director,3,single,19626,17544,1,no,14,3,1,0,21,2,4,20,7,4,9
21,no,travel_rarely,984,research & development,1,1,technical degree,4,female,70,2,1,research scientist,2,single,2070,25326,1,yes,11,3,3,0,2,6,4,2,2,2,2
39,no,non-travel,439,research & development,9,3,life sciences,3,male,70,3,2,laboratory technician,2,single,6782,8770,9,no,15,3,3,0,9,2,2,5,4,0,3
36,no,non-travel,217,research & development,18,4,life sciences,1,male,78,3,2,manufacturing director,4,single,7779,23238,2,no,20,4,1,0,18,0,3,11,9,0,9
31,no,travel_frequently,793,sales,20,3,life sciences,3,male,67,4,1,sales representative,4,married,2791,21981,0,no,12,3,1,1,3,4,3,2,2,2,2
28,no,travel_rarely,1451,research & development,2,1,life sciences,1,male,67,2,1,research scientist,2,married,3201,19911,0,no,17,3,1,0,6,2,1,5,3,0,4
35,no,travel_frequently,1182,sales,11,2,marketing,4,male,54,3,2,sales executive,4,divorced,4968,18500,1,no,11,3,4,1,5,3,3,5,2,0,2
49,no,travel_rarely,174,sales,8,4,technical degree,4,male,56,2,4,sales executive,2,married,13120,11879,6,no,17,3,2,1,22,3,3,9,8,2,3
34,no,travel_frequently,1003,research & development,2,2,life sciences,4,male,95,3,2,manufacturing director,3,single,4033,15834,2,no,11,3,4,0,5,3,2,3,2,0,2
29,no,travel_frequently,490,research & development,10,3,life sciences,4,female,61,3,1,research scientist,2,divorced,3291,17940,0,no,14,3,4,2,8,2,2,7,5,1,1
42,no,travel_rarely,188,research & development,29,3,medical,2,male,56,1,2,laboratory technician,4,single,4272,9558,4,no,19,3,1,0,16,3,3,1,0,0,0
29,no,travel_rarely,718,research & development,8,1,medical,2,male,79,2,2,manufacturing director,4,married,5056,17689,1,yes,15,3,3,1,10,2,2,10,7,1,2
38,no,travel_rarely,433,human resources,1,3,human resources,3,male,37,4,1,human resources,3,married,2844,6004,1,no,13,3,4,1,7,2,4,7,6,5,0
28,no,travel_frequently,773,research & development,6,3,life sciences,3,male,39,2,1,research scientist,3,divorced,2703,22088,1,yes,14,3,4,1,3,2,3,3,1,0,2
18,yes,non-travel,247,research & development,8,1,medical,3,male,80,3,1,laboratory technician,3,single,1904,13556,1,no,12,3,4,0,0,0,3,0,0,0,0
33,yes,travel_rarely,603,sales,9,4,marketing,1,female,77,3,2,sales executive,1,single,8224,18385,0,yes,17,3,1,0,6,3,3,5,2,0,3
41,no,travel_rarely,167,research & development,12,4,life sciences,2,male,46,3,1,laboratory technician,4,married,4766,9051,3,yes,11,3,1,1,6,4,3,1,0,0,0
31,yes,travel_frequently,874,research & development,15,3,medical,3,male,72,3,1,laboratory technician,3,married,2610,6233,1,no,12,3,3,1,2,5,2,2,2,2,2
37,no,travel_rarely,367,research & development,25,2,medical,3,female,52,2,2,healthcare representative,4,divorced,5731,17171,7,no,13,3,3,2,9,2,3,6,2,1,3
27,no,travel_rarely,199,research & development,6,3,life sciences,4,male,55,2,1,research scientist,3,married,2539,7950,1,no,13,3,3,1,4,0,3,4,2,2,2
34,no,travel_rarely,1400,sales,9,1,life sciences,2,female,70,3,2,sales executive,3,married,5714,5829,1,no,20,4,1,0,6,3,2,6,5,1,3
35,no,travel_rarely,528,human resources,8,4,technical degree,3,male,100,3,1,human resources,3,single,4323,7108,1,no,17,3,2,0,6,2,1,5,4,1,4
29,yes,travel_rarely,408,sales,23,1,life sciences,4,female,45,2,3,sales executive,1,married,7336,11162,1,no,13,3,1,1,11,3,1,11,8,3,10
40,no,travel_frequently,593,research & development,9,4,medical,2,female,88,3,3,research director,3,single,13499,13782,9,no,17,3,3,0,20,3,2,18,7,2,13
42,yes,travel_frequently,481,sales,12,3,life sciences,3,male,44,3,4,sales executive,1,single,13758,2447,0,yes,12,3,2,0,22,2,2,21,9,13,14
42,no,travel_rarely,647,sales,4,4,marketing,2,male,45,3,2,sales executive,1,single,5155,2253,7,no,13,3,4,0,9,3,4,6,4,1,5
35,no,travel_rarely,982,research & development,1,4,medical,4,male,58,2,1,laboratory technician,3,married,2258,16340,6,no,12,3,2,1,10,2,3,8,0,1,7
24,no,travel_rarely,477,research & development,24,3,medical,4,male,49,3,1,laboratory technician,2,single,3597,6409,8,no,22,4,4,0,6,2,3,4,3,1,2
28,yes,travel_rarely,1485,research & development,12,1,life sciences,3,female,79,3,1,laboratory technician,4,married,2515,22955,1,yes,11,3,4,0,1,4,2,1,1,0,0
26,no,travel_rarely,1384,research & development,3,4,medical,1,male,82,4,1,laboratory technician,4,married,4420,13421,1,no,22,4,2,1,8,2,3,8,7,0,7
30,no,travel_rarely,852,sales,10,3,marketing,3,male,72,2,2,sales executive,3,married,6578,2706,1,no,18,3,1,1,10,3,3,10,3,1,4
40,no,travel_frequently,902,research & development,26,2,medical,3,female,92,2,2,research scientist,4,married,4422,21203,3,yes,13,3,4,1,16,3,1,1,1,0,0
35,no,travel_rarely,819,research & development,2,3,life sciences,3,male,44,2,3,manufacturing director,2,divorced,10274,19588,2,no,18,3,2,1,15,2,4,7,7,6,4
34,no,travel_frequently,669,research & development,1,3,medical,4,male,97,2,2,healthcare representative,1,single,5343,25755,0,no,20,4,3,0,14,3,3,13,9,4,9
35,no,travel_frequently,636,research & development,4,4,other,4,male,47,2,1,laboratory technician,4,married,2376,26537,1,no,13,3,2,1,2,2,4,2,2,2,2
43,yes,travel_rarely,1372,sales,9,3,marketing,1,female,85,1,2,sales executive,3,single,5346,9489,8,no,13,3,2,0,7,2,2,4,3,1,3
32,no,non-travel,862,sales,2,1,life sciences,3,female,76,3,1,sales representative,1,divorced,2827,14947,1,no,12,3,3,3,1,3,3,1,0,0,0
56,no,travel_rarely,718,research & development,4,4,technical degree,4,female,92,3,5,manager,1,divorced,19943,18575,4,no,13,3,4,1,28,2,3,5,2,4,2
29,no,travel_rarely,1401,research & development,6,1,medical,2,female,54,3,1,laboratory technician,4,married,3131,26342,1,no,13,3,1,1,10,5,3,10,8,0,8
19,no,travel_rarely,645,research & development,9,2,life sciences,3,male,54,3,1,research scientist,1,single,2552,7172,1,no,25,4,3,0,1,4,3,1,1,0,0
45,no,travel_rarely,1457,research & development,7,3,medical,1,female,83,3,1,research scientist,3,married,4477,20100,4,yes,19,3,3,1,7,2,2,3,2,0,2
37,no,travel_rarely,977,research & development,1,3,life sciences,4,female,56,2,2,manufacturing director,4,married,6474,9961,1,no,13,3,2,1,14,2,2,14,8,3,11
20,no,travel_rarely,805,research & development,3,3,life sciences,1,male,87,2,1,laboratory technician,3,single,3033,12828,1,no,12,3,1,0,2,2,2,2,2,1,2
44,yes,travel_rarely,1097,research & development,10,4,life sciences,3,male,96,3,1,research scientist,3,single,2936,10826,1,yes,11,3,3,0,6,4,3,6,4,0,2
53,no,travel_rarely,1223,research & development,7,2,medical,4,female,50,3,5,manager,3,divorced,18606,18640,3,no,18,3,2,1,26,6,3,7,7,4,7
29,no,travel_rarely,942,research & development,15,1,life sciences,2,female,69,1,1,research scientist,4,married,2168,26933,0,yes,18,3,1,1,6,2,2,5,4,1,3
22,yes,travel_frequently,1256,research & development,3,4,life sciences,3,male,48,2,1,research scientist,4,married,2853,4223,0,yes,11,3,2,1,1,5,3,0,0,0,0
46,no,travel_rarely,1402,sales,2,3,marketing,3,female,69,3,4,manager,1,married,17048,24097,8,no,23,4,1,0,28,2,3,26,15,15,9
44,no,non-travel,111,research & development,17,3,life sciences,4,male,74,1,1,research scientist,3,single,2290,4279,2,no,13,3,4,0,6,3,3,0,0,0,0
33,no,travel_rarely,147,human resources,2,3,human resources,2,male,99,3,1,human resources,3,married,3600,8429,1,no,13,3,4,1,5,2,3,5,4,1,4
41,yes,non-travel,906,research & development,5,2,life sciences,1,male,95,2,1,research scientist,1,divorced,2107,20293,6,no,17,3,1,1,5,2,1,1,0,0,0
30,no,travel_rarely,1329,sales,29,4,life sciences,3,male,61,3,2,sales executive,1,divorced,4115,13192,8,no,19,3,3,3,8,3,3,4,3,0,3
40,no,travel_frequently,1184,sales,2,4,medical,2,male,62,3,2,sales executive,2,married,4327,25440,5,no,12,3,4,3,5,2,3,0,0,0,0
50,no,travel_frequently,1421,research & development,2,3,medical,4,female,30,3,4,manager,1,married,17856,9490,2,no,22,4,3,1,32,3,3,2,2,2,2
28,no,travel_rarely,1179,research & development,19,4,medical,4,male,78,2,1,laboratory technician,1,married,3196,12449,1,no,12,3,3,3,6,2,3,6,5,3,3
46,no,travel_rarely,1450,research & development,15,2,life sciences,4,male,52,3,5,research director,2,married,19081,10849,5,no,11,3,1,1,25,2,3,4,2,0,3
35,no,travel_rarely,1361,sales,17,4,life sciences,3,male,94,3,2,sales executive,1,married,8966,21026,3,yes,15,3,4,3,15,2,3,7,7,1,7
24,yes,travel_rarely,984,research & development,17,2,life sciences,4,female,97,3,1,laboratory technician,2,married,2210,3372,1,no,13,3,1,1,1,3,1,1,0,0,0
33,no,travel_frequently,1146,sales,25,3,medical,2,female,82,3,2,sales executive,3,married,4539,4905,1,no,12,3,1,1,10,3,2,10,7,0,1
36,no,travel_rarely,917,research & development,6,4,life sciences,3,male,60,1,1,laboratory technician,3,divorced,2741,6865,1,no,14,3,3,1,7,4,3,7,7,1,7
30,no,travel_rarely,853,research & development,7,4,life sciences,3,male,49,3,2,laboratory technician,3,divorced,3491,11309,1,no,13,3,1,3,10,4,2,10,7,8,9
44,no,travel_rarely,200,research & development,29,4,other,4,male,32,3,2,research scientist,4,single,4541,7744,1,no,25,4,2,0,20,3,3,20,11,13,17
20,no,travel_rarely,654,sales,21,3,marketing,3,male,43,4,1,sales representative,4,single,2678,5050,1,no,17,3,4,0,2,2,3,2,1,2,2
46,no,travel_rarely,150,research & development,2,4,technical degree,4,male,60,3,2,manufacturing director,4,divorced,7379,17433,2,no,11,3,3,1,12,3,2,6,3,1,4
42,no,non-travel,179,human resources,2,5,medical,4,male,79,4,2,human resources,1,married,6272,12858,7,no,16,3,1,1,10,3,4,4,3,0,3
60,no,travel_rarely,696,sales,7,4,marketing,2,male,52,4,2,sales executive,4,divorced,5220,10893,0,yes,18,3,2,1,12,3,3,11,7,1,9
32,no,travel_frequently,116,research & development,13,3,other,3,female,77,2,1,laboratory technician,2,married,2743,7331,1,no,20,4,3,1,2,2,3,2,2,2,2
32,no,travel_frequently,1316,research & development,2,2,life sciences,4,female,38,3,2,research scientist,3,single,4998,2338,4,yes,14,3,4,0,10,2,3,8,7,0,7
36,no,travel_rarely,363,research & development,1,3,technical degree,3,female,77,1,3,manufacturing director,1,divorced,10252,4235,2,yes,21,4,3,1,17,2,3,7,7,7,7
33,no,travel_rarely,117,research & development,9,3,medical,1,male,60,3,1,research scientist,4,married,2781,6311,0,no,13,3,2,1,15,5,3,14,10,4,10
40,no,travel_rarely,107,sales,10,3,technical degree,2,female,84,2,2,sales executive,2,divorced,6852,11591,7,no,12,3,2,1,7,2,4,5,1,1,3
25,no,travel_rarely,1356,sales,10,4,life sciences,3,male,57,3,2,sales executive,4,single,4950,20623,0,no,14,3,2,0,5,4,3,4,3,1,1
