,age,attrition,businesstravel,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,salaryquartile,worklesstwoyears,newatcompany,highriskjob,youngsingleoverworked,stay_prob
421,29,1,travel_rarely,research & development,25,5,technical degree,3,female,2,1,research scientist,2,married,2546,5,no,16,3,2,0,6,2,4,2,2,1,1,1,0,0,0,0,0.23815193992457184
422,19,1,travel_rarely,human resources,2,2,technical degree,1,male,2,1,human resources,4,single,2564,1,no,12,3,3,0,1,3,4,1,0,0,0,1,1,1,0,1,0.13286994622092016
423,30,0,non-travel,sales,22,4,other,3,female,3,3,sales executive,1,married,8412,0,no,11,3,3,0,10,3,3,9,8,7,8,4,0,0,0,1,0.8942751618905811
426,30,0,non-travel,research & development,2,3,medical,3,female,3,1,laboratory technician,4,single,2564,0,no,14,3,3,0,12,2,2,11,7,6,7,1,0,0,1,2,0.9379783386717465
430,35,0,travel_rarely,research & development,22,3,life sciences,4,male,1,1,laboratory technician,3,single,4230,0,no,15,3,3,0,6,2,3,5,4,4,3,3,0,0,1,1,0.3888159690046738
432,34,0,travel_rarely,research & development,2,4,life sciences,4,male,2,1,research scientist,3,divorced,2768,3,no,12,3,3,1,14,3,3,7,3,5,7,2,0,0,0,0,0.9922958805607295
434,31,0,travel_rarely,research & development,9,1,life sciences,3,male,3,3,manufacturing director,2,divorced,10648,1,no,25,4,4,1,13,6,4,13,8,0,8,5,0,0,0,0,0.9999427546911939
435,33,1,travel_rarely,research & development,15,1,medical,2,male,3,3,manager,3,married,13610,7,yes,12,3,4,0,15,2,4,7,6,7,7,5,0,0,0,1,0.9127787570272594
436,33,1,travel_rarely,research & development,10,1,medical,1,male,1,1,laboratory technician,4,divorced,3408,7,no,13,3,1,3,8,2,3,4,3,1,3,2,0,0,1,0,0.6081248874044208
437,30,0,travel_rarely,sales,7,1,marketing,4,male,3,1,sales representative,2,single,2983,0,no,14,3,1,0,4,3,3,3,2,1,2,2,0,0,1,1,0.6656580427957318
438,35,0,travel_rarely,research & development,16,3,life sciences,4,male,3,3,healthcare representative,3,married,7632,4,yes,12,3,3,0,10,2,3,8,7,0,0,4,0,0,0,1,0.8853018215379199
439,31,1,travel_frequently,research & development,20,3,life sciences,1,male,3,3,healthcare representative,3,married,9824,3,no,12,3,1,0,12,2,3,1,0,0,0,4,0,1,0,1,0.33010180414627854
440,34,1,travel_frequently,human resources,23,3,human resources,2,female,3,3,human resources,1,divorced,9950,9,yes,15,3,3,3,11,2,3,3,2,0,2,5,0,0,0,2,0.29567618891385716
442,36,0,non-travel,sales,10,4,medical,2,male,3,3,sales executive,4,single,9980,1,no,14,3,4,0,10,3,2,10,3,9,7,5,0,0,0,2,0.9522783563247877
443,22,1,travel_frequently,research & development,4,1,technical degree,3,male,2,1,laboratory technician,3,single,3894,5,no,16,3,3,0,4,3,3,2,2,1,2,2,0,0,1,2,0.09400567329015021
446,41,0,non-travel,sales,10,2,life sciences,4,male,3,2,sales executive,4,single,6230,7,no,14,3,4,0,16,3,3,14,3,1,10,4,0,0,0,2,0.9969405237435747
447,35,0,travel_rarely,sales,1,3,marketing,2,male,3,2,sales executive,3,married,4717,9,no,11,3,3,0,15,2,3,11,9,6,9,3,0,0,0,0,0.8369188788314598
448,40,0,travel_rarely,research & development,6,3,life sciences,2,female,3,4,manufacturing director,3,single,13237,7,no,15,3,3,0,22,3,3,20,6,5,13,5,0,0,0,1,0.9824175922191601
449,39,0,travel_frequently,research & development,8,1,life sciences,3,female,3,1,laboratory technician,3,married,3755,1,no,11,3,1,1,8,3,3,8,3,0,7,2,0,0,1,1,0.9724127796499985
450,31,0,travel_rarely,sales,2,1,life sciences,2,male,3,2,sales executive,4,single,6582,4,yes,13,3,3,0,10,2,4,6,5,0,5,4,0,0,0,2,0.6834993270089036
453,26,1,travel_frequently,human resources,17,4,life sciences,2,female,3,1,human resources,3,divorced,2741,0,yes,11,3,2,1,8,2,2,7,7,1,0,2,0,0,0,2,0.09569546735629064
454,29,0,travel_rarely,research & development,19,3,technical degree,4,male,3,2,manufacturing director,4,divorced,4262,4,no,12,3,2,2,8,2,4,3,2,1,2,3,0,0,0,0,0.9989869920100386
455,33,0,travel_rarely,research & development,1,5,medical,1,female,4,4,research director,3,divorced,16184,4,no,19,3,3,1,10,2,3,6,1,0,5,5,0,0,0,0,0.9905787914119947
456,31,0,travel_rarely,sales,7,3,life sciences,3,male,2,3,manager,4,divorced,11557,9,no,21,4,3,1,10,3,2,5,4,0,1,5,0,0,0,0,0.9777150361018492
457,18,1,travel_frequently,sales,5,3,marketing,2,male,3,1,sales representative,2,single,1878,1,yes,14,3,4,0,0,3,3,0,0,0,0,1,1,1,1,3,0.006654702931443745
458,40,0,non-travel,sales,28,3,other,3,male,1,3,sales executive,1,divorced,10932,3,no,15,3,3,1,20,2,3,1,0,0,1,5,0,1,0,1,0.8188762338465285
459,41,0,non-travel,research & development,2,4,other,1,female,2,2,healthcare representative,3,single,6811,2,yes,17,3,1,0,10,3,3,8,7,0,7,4,0,0,0,3,0.581738363628147
460,26,0,travel_rarely,sales,29,2,medical,1,male,3,2,sales executive,3,divorced,4306,5,no,12,3,1,2,8,5,3,0,0,0,0,3,0,1,0,0,0.7199977520239279
461,35,0,travel_rarely,sales,1,3,medical,1,female,3,2,sales executive,3,single,4859,1,no,16,3,4,0,5,3,3,5,4,0,3,3,0,0,0,1,0.9524682558376649
462,34,0,travel_rarely,sales,21,4,life sciences,4,male,4,2,sales executive,4,single,5337,1,no,12,3,4,0,10,3,3,10,7,5,7,3,0,0,0,1,0.9918981059097334
463,26,1,travel_rarely,research & development,24,3,technical degree,3,male,1,1,laboratory technician,4,single,2340,1,yes,18,3,2,0,1,3,1,1,0,0,0,1,1,1,1,2,0.0007049975502267048
464,37,0,travel_rarely,research & development,1,3,technical degree,2,female,3,3,manufacturing director,4,single,7491,4,no,17,3,4,0,12,3,4,6,5,1,2,4,0,0,0,1,0.9981569119462724
466,41,0,travel_rarely,sales,2,5,life sciences,2,female,3,4,manager,1,married,16595,7,no,16,3,2,1,22,2,3,18,16,11,8,5,0,0,0,0,0.7084031904273475
467,37,0,non-travel,sales,9,4,medical,1,male,3,3,sales executive,2,divorced,8834,1,no,13,3,4,1,9,6,3,9,5,7,7,4,0,0,0,1,0.9941394665619876
469,32,1,non-travel,sales,11,4,other,4,male,4,2,sales executive,3,married,4707,8,no,12,3,4,0,6,2,3,4,2,1,2,3,0,0,0,1,0.974572610815704
470,24,0,travel_frequently,sales,24,3,medical,4,male,3,1,sales representative,4,married,2400,0,no,13,3,3,2,3,3,3,2,2,2,1,1,0,0,1,1,0.9605315232672288
471,38,0,travel_rarely,research & development,10,3,medical,3,female,3,2,healthcare representative,3,married,9824,3,no,19,3,3,1,18,4,3,1,0,0,0,4,0,1,0,0,0.9978129704315022
472,37,0,travel_rarely,research & development,1,4,life sciences,2,female,3,2,manufacturing director,2,married,6447,6,no,12,3,2,1,8,2,2,6,5,4,3,4,0,0,0,0,0.9173457838083167
474,24,0,travel_rarely,research & development,23,3,medical,2,male,4,1,research scientist,4,married,2725,1,yes,11,3,2,2,6,3,3,6,5,1,4,2,0,0,0,1,0.9568337302956784
475,26,0,travel_rarely,sales,28,2,marketing,1,male,3,2,sales executive,2,married,6272,1,no,20,4,4,2,6,5,4,5,3,1,4,4,0,0,0,0,0.9915386428209099
476,24,0,travel_rarely,research & development,17,2,other,4,male,2,1,laboratory technician,2,married,2127,1,no,21,4,4,1,1,2,3,1,0,0,0,1,1,1,1,0,0.6698119424505529
478,25,0,travel_rarely,sales,13,1,medical,2,male,3,1,sales representative,3,married,2096,1,no,11,3,3,0,7,1,3,7,4,0,6,1,0,0,1,0,0.8915393015689511
479,24,1,travel_frequently,research & development,7,3,life sciences,1,female,3,1,laboratory technician,3,married,2886,1,yes,16,3,4,1,6,4,3,6,3,1,2,2,0,0,1,2,0.3041267356530434
480,30,1,travel_frequently,sales,12,4,life sciences,2,male,2,1,sales representative,1,married,2033,1,no,18,3,3,1,1,2,4,1,0,0,0,1,1,1,1,1,0.06022627873169614
481,34,0,travel_rarely,research & development,1,2,life sciences,2,male,2,1,research scientist,4,married,3622,1,yes,13,3,4,1,6,3,3,6,5,1,3,2,0,0,0,1,0.9274332435003605
482,31,1,travel_rarely,sales,13,4,medical,2,male,3,2,sales executive,1,divorced,4233,2,no,17,3,3,0,9,2,1,3,1,1,2,3,0,0,0,0,0.47959895083725806
483,35,0,travel_rarely,research & development,25,2,other,1,male,2,2,laboratory technician,4,single,3681,4,no,14,3,4,0,9,3,3,3,2,0,2,2,0,0,1,1,0.5985889001914456
484,31,0,travel_rarely,sales,6,4,medical,1,male,4,2,sales executive,4,divorced,5460,4,no,22,4,4,2,13,4,4,7,7,5,7,3,0,0,0,0,0.9996181482571384
485,27,0,travel_rarely,research & development,6,4,medical,1,female,2,1,research scientist,3,divorced,2187,0,no,12,3,3,2,6,5,2,5,3,0,3,1,0,0,0,0,0.9831132747801556
486,37,0,travel_rarely,sales,2,3,marketing,4,male,3,2,sales executive,3,married,9602,4,yes,11,3,3,1,17,3,2,3,0,1,0,4,0,0,0,1,0.902909990814452
487,20,0,travel_rarely,research & development,1,3,life sciences,4,female,2,1,research scientist,2,single,2836,1,no,13,3,4,0,1,0,4,1,0,0,0,2,1,1,0,1,0.4093944336673187
490,38,0,travel_rarely,research & development,1,1,life sciences,3,female,3,1,research scientist,1,single,2619,3,no,17,3,4,0,8,3,2,0,0,0,0,1,0,1,0,1,0.7689745419057238
494,34,0,travel_rarely,sales,14,3,technical degree,3,female,3,1,sales representative,3,divorced,2579,1,yes,18,3,4,2,8,3,3,8,2,0,6,1,0,0,1,1,0.9753129261357858
495,27,1,travel_rarely,sales,2,1,marketing,3,male,3,1,sales representative,1,divorced,3041,0,no,11,3,2,1,5,3,3,4,3,0,2,2,0,0,1,0,0.9223174534064469
496,21,0,travel_rarely,sales,22,1,technical degree,3,male,3,1,sales representative,3,single,3447,1,no,11,3,3,0,3,2,3,3,2,1,2,2,0,0,1,1,0.49426337548960125
498,22,0,travel_rarely,research & development,6,1,medical,1,male,3,1,research scientist,3,married,2773,0,no,20,4,4,0,3,3,3,2,2,2,2,2,0,0,0,0,0.9766083012098823
499,33,0,travel_rarely,sales,8,4,marketing,3,male,3,2,sales executive,3,divorced,7104,0,no,12,3,4,0,6,3,3,5,0,1,2,4,0,0,0,0,0.9881700652834211
500,32,0,travel_rarely,research & development,9,4,life sciences,1,female,3,2,research scientist,4,married,6322,1,yes,12,3,4,1,6,2,2,6,4,0,5,4,0,0,0,1,0.9585108355827482
501,30,0,travel_frequently,research & development,3,3,medical,3,female,3,1,research scientist,3,divorced,2083,1,no,20,4,3,1,1,2,3,1,0,0,0,1,1,1,0,1,0.9708725610935461
503,34,0,travel_rarely,research & development,1,5,life sciences,2,male,3,1,research scientist,4,married,2691,1,no,12,3,4,1,10,4,2,10,9,8,8,1,0,0,0,0,0.989961363391359
505,26,0,travel_rarely,research & development,6,3,life sciences,3,female,3,1,laboratory technician,4,married,2659,1,yes,13,3,3,1,3,2,3,3,2,0,2,1,0,0,1,1,0.6885891423992813
506,37,0,travel_rarely,research & development,3,3,other,3,male,3,3,manufacturing director,3,married,9434,1,no,15,3,3,1,10,2,3,10,7,7,8,4,0,0,0,0,0.9973062757163902
507,29,0,travel_rarely,sales,3,2,medical,2,female,3,2,sales executive,3,married,5561,1,no,14,3,1,1,6,5,2,6,0,1,2,3,0,0,0,0,0.896796754540753
508,35,0,travel_rarely,research & development,6,4,life sciences,2,male,1,2,research scientist,4,single,6646,1,no,13,3,2,0,17,3,3,17,11,11,8,4,0,0,0,1,0.4772759294915563
509,33,0,travel_frequently,research & development,6,3,life sciences,3,male,3,2,healthcare representative,4,divorced,7725,3,no,23,4,3,1,15,2,1,13,11,4,7,4,0,0,0,1,0.9885221012446318
511,36,0,travel_rarely,research & development,9,2,medical,2,male,2,2,manufacturing director,2,divorced,8847,2,yes,11,3,3,1,13,2,3,3,2,0,2,4,0,0,0,1,0.9385745954600815
512,27,0,travel_rarely,research & development,3,4,medical,1,male,2,1,research scientist,4,single,2045,0,no,13,3,4,0,5,0,3,4,2,1,1,1,0,0,0,1,0.6233680480015492
513,20,1,travel_rarely,research & development,10,1,medical,4,male,3,1,research scientist,3,single,1009,1,yes,11,3,4,0,1,5,3,1,0,1,1,1,1,1,0,2,0.6129978934686078
514,33,1,travel_frequently,research & development,3,3,life sciences,1,male,3,1,research scientist,1,single,3348,1,yes,11,3,1,0,10,3,3,10,8,9,7,2,0,0,0,3,0.007354069287632588
515,35,0,non-travel,research & development,3,3,life sciences,3,male,2,1,laboratory technician,3,married,1281,1,no,18,3,3,2,1,3,3,1,0,0,0,1,1,1,1,1,0.9283747475894746
516,23,0,travel_rarely,research & development,4,3,medical,1,male,4,1,research scientist,1,married,2819,2,no,16,3,1,1,5,3,4,3,2,0,2,2,0,0,0,0,0.812275195313998
517,25,0,travel_rarely,sales,8,3,life sciences,4,male,4,2,sales executive,2,married,4851,0,no,22,4,3,1,4,4,3,3,2,1,2,3,0,0,0,0,0.9946103253643138
518,38,0,travel_rarely,sales,7,4,marketing,4,female,2,2,sales executive,4,single,4028,0,no,20,4,1,0,8,2,3,7,7,0,5,2,0,0,0,1,0.9662340472983947
519,29,0,travel_frequently,research & development,1,4,life sciences,2,male,1,1,research scientist,4,divorced,2720,1,no,18,3,4,1,10,5,3,10,7,2,8,2,0,0,0,1,0.9729706916243487
521,27,0,travel_frequently,sales,3,1,medical,4,female,4,2,sales executive,4,divorced,4647,1,yes,20,4,2,2,6,3,3,6,5,0,4,3,0,0,0,2,0.995573906249953
522,37,0,travel_rarely,research & development,10,2,life sciences,4,male,4,1,research scientist,4,single,4680,3,no,17,3,1,0,4,2,3,1,0,0,0,3,0,1,0,1,0.9236339022379197
524,34,0,travel_rarely,research & development,9,3,medical,4,female,2,3,healthcare representative,2,single,8621,1,no,14,3,2,0,9,3,4,8,7,7,7,4,0,0,0,1,0.9432377150380157
525,24,1,travel_rarely,sales,3,2,life sciences,1,female,3,2,sales executive,3,single,4577,9,no,14,3,1,0,4,3,3,2,2,2,0,3,0,0,0,1,0.014531362192503002
526,39,0,travel_rarely,research & development,2,4,technical degree,4,female,2,2,healthcare representative,3,single,4553,1,no,11,3,1,0,20,4,3,20,7,11,10,3,0,0,0,1,0.9309354424876299
527,32,0,travel_rarely,sales,10,3,marketing,4,male,3,2,sales executive,4,single,5396,1,no,12,3,4,0,10,2,2,10,7,0,8,3,0,0,0,1,0.9930155404643581
529,38,0,travel_rarely,research & development,1,4,life sciences,2,female,4,2,healthcare representative,4,single,7625,0,no,13,3,3,0,10,4,2,9,7,1,8,4,0,0,0,1,0.9991163981880503
530,27,0,travel_rarely,research & development,1,2,life sciences,3,female,3,3,manufacturing director,1,married,7412,1,no,11,3,4,0,9,3,3,9,7,0,7,4,0,0,0,0,0.9978328727413861
531,32,0,travel_rarely,research & development,3,2,life sciences,3,female,3,3,research director,4,single,11159,3,no,15,3,4,0,10,6,3,7,7,7,7,5,0,0,0,1,0.9958399864894201
533,40,0,travel_frequently,sales,5,4,life sciences,4,male,2,3,sales executive,1,married,10475,5,yes,21,4,3,1,20,2,3,18,13,1,12,5,0,0,0,2,0.8636638874171528
535,41,0,travel_rarely,human resources,10,4,human resources,2,male,2,5,manager,4,divorced,19141,3,no,15,3,2,3,23,2,2,21,6,12,6,5,0,0,0,0,0.888422118751239
537,27,0,travel_frequently,research & development,10,2,life sciences,4,male,3,3,manufacturing director,1,divorced,8793,1,no,21,4,3,2,9,4,2,9,7,1,7,4,0,0,0,1,0.9974459140693054
538,41,0,travel_rarely,human resources,1,3,human resources,4,male,2,5,manager,3,married,19189,1,no,12,3,2,1,22,3,3,22,7,2,10,5,0,0,0,0,0.9979176944886551
540,28,1,travel_rarely,research & development,1,2,life sciences,1,female,1,1,research scientist,2,single,2216,7,yes,13,3,4,0,10,4,3,7,7,3,7,1,0,0,0,2,0.024165630285235114
541,36,0,non-travel,research & development,8,3,life sciences,1,female,4,3,research director,1,married,11713,9,no,14,3,1,1,10,2,3,8,7,0,5,5,0,0,0,1,0.8530825567768986
542,38,0,travel_rarely,research & development,1,3,life sciences,3,female,3,3,manufacturing director,3,single,7861,4,yes,14,3,4,0,10,4,4,1,0,0,0,4,0,1,0,2,0.9754105217803382
545,30,0,travel_rarely,sales,27,5,marketing,3,male,3,2,sales executive,4,divorced,5304,7,no,23,4,4,1,10,2,2,8,7,7,7,3,0,0,0,0,0.8950516603429252
546,29,0,travel_rarely,sales,10,3,life sciences,3,male,3,1,sales representative,3,single,2642,1,no,11,3,3,0,1,6,3,1,0,0,0,1,1,1,1,1,0.6435179013474294
549,34,0,travel_rarely,research & development,8,2,medical,2,female,3,2,healthcare representative,3,single,6142,3,no,11,3,4,0,10,2,3,5,1,4,3,4,0,0,0,1,0.9828584641834467
550,23,0,travel_rarely,research & development,9,1,medical,2,male,3,1,laboratory technician,1,married,2500,1,no,14,3,4,1,5,2,4,4,3,0,2,1,0,0,1,0,0.8676813158406085
551,39,0,travel_rarely,human resources,3,3,human resources,3,female,4,2,human resources,2,married,6389,9,no,15,3,3,1,12,3,1,8,3,3,6,4,0,0,0,0,0.9436950757317951
553,40,0,travel_rarely,research & development,2,1,medical,4,female,2,1,research scientist,4,single,2342,0,yes,20,4,4,0,5,2,2,4,2,2,3,1,0,0,0,2,0.9602810885203302
554,27,0,travel_rarely,research & development,7,3,medical,4,female,2,2,healthcare representative,1,single,6811,8,no,19,3,1,0,9,2,1,7,6,0,7,4,0,0,0,1,0.14827817144428326
555,29,0,travel_rarely,sales,10,3,marketing,4,male,3,1,sales representative,2,divorced,2297,1,no,14,3,4,2,2,2,3,2,2,2,2,1,0,0,1,0,0.9815021197077167
557,35,0,non-travel,research & development,2,4,life sciences,4,female,3,2,healthcare representative,1,divorced,5093,2,no,11,3,1,1,16,2,4,1,0,0,0,3,0,1,0,1,0.9916656627429423
558,32,0,travel_frequently,research & development,24,4,life sciences,1,male,3,2,laboratory technician,4,married,5309,1,no,15,3,4,2,10,2,3,10,8,4,7,3,0,0,1,1,0.9578438367232336
559,38,0,travel_rarely,research & development,2,5,medical,4,male,3,1,research scientist,3,married,3057,6,yes,13,3,2,1,6,0,1,1,0,0,1,2,0,1,0,1,0.4912636000528782
560,34,0,travel_rarely,research & development,8,5,life sciences,2,female,3,2,manufacturing director,1,divorced,5121,3,no,14,3,3,1,7,3,3,0,0,0,0,3,0,1,0,0,0.958453501368924
562,33,1,travel_rarely,research & development,1,4,other,4,male,3,1,research scientist,4,single,2686,1,yes,13,3,3,0,10,2,2,10,9,7,8,1,0,0,0,2,0.6312146207932138
563,25,0,travel_rarely,sales,26,1,medical,3,female,3,2,sales executive,4,single,6180,1,no,23,4,2,0,6,5,2,6,5,1,4,4,0,0,0,1,0.9243605035283038
565,23,0,travel_rarely,research & development,10,1,medical,1,male,4,1,research scientist,3,single,3505,1,no,18,3,4,0,2,3,3,2,2,0,2,2,0,0,0,1,0.9098565246027086
567,34,0,travel_rarely,sales,2,3,other,4,male,3,2,sales executive,4,single,6274,1,no,22,4,3,0,6,5,3,6,5,1,4,4,0,0,0,1,0.9968955104042144
569,36,0,non-travel,sales,8,4,life sciences,1,male,2,3,sales executive,1,single,7587,1,no,15,3,2,0,10,1,3,10,7,0,9,4,0,0,0,2,0.42684721151257904
571,26,0,travel_frequently,research & development,1,2,life sciences,1,female,1,1,laboratory technician,4,divorced,4364,3,no,14,3,1,1,5,2,3,2,2,2,0,3,0,0,1,1,0.07252650094255095
572,29,0,travel_rarely,research & development,27,3,medical,2,female,3,2,healthcare representative,3,married,4335,4,no,12,3,1,1,11,3,2,8,7,1,1,3,0,0,0,0,0.8388018934004502
573,26,1,travel_rarely,sales,8,3,technical degree,4,male,2,2,sales executive,1,single,5326,6,no,17,3,3,0,6,2,2,4,3,1,2,3,0,0,0,1,0.05326003490945521
574,34,0,travel_rarely,research & development,1,4,life sciences,2,female,4,1,research scientist,4,single,3280,2,no,16,3,3,0,10,2,3,4,2,1,3,2,0,0,0,1,0.9812548981347788
576,27,0,travel_frequently,sales,8,1,marketing,3,male,3,2,sales executive,4,married,4342,0,no,19,3,2,1,5,3,3,4,2,1,1,3,0,0,0,1,0.9127515706607862
577,37,0,travel_rarely,research & development,10,1,life sciences,4,female,3,1,research scientist,1,divorced,2782,0,yes,13,3,2,2,6,3,2,5,3,4,3,2,0,0,0,1,0.8795402335512797
578,38,0,travel_frequently,research & development,2,4,life sciences,1,female,4,2,manufacturing director,1,single,5980,6,yes,12,3,4,0,17,2,3,15,7,4,12,4,0,0,0,3,0.7723872192741795
579,34,0,travel_rarely,research & development,2,4,medical,3,female,2,1,research scientist,1,single,4381,1,no,11,3,3,0,6,3,3,6,5,1,3,3,0,0,0,1,0.8953466132020209
580,35,0,travel_rarely,sales,8,4,life sciences,1,female,3,1,sales representative,4,married,2572,1,no,16,3,2,1,3,1,2,3,2,0,2,1,0,0,1,0,0.6788818221849909
581,30,0,travel_rarely,research & development,1,3,life sciences,4,male,1,1,laboratory technician,3,married,3833,3,no,21,4,3,2,7,2,3,2,2,0,2,2,0,0,1,0,0.9624694112636802
582,40,0,travel_frequently,research & development,2,2,medical,3,female,4,2,healthcare representative,2,married,4244,1,no,24,4,4,1,8,2,3,8,7,3,7,3,0,0,0,1,0.99978333420651
583,34,0,travel_rarely,sales,8,2,life sciences,3,female,3,2,sales executive,1,married,6500,5,no,17,3,2,1,6,1,3,3,2,1,2,4,0,0,0,0,0.5923556447475646
585,23,1,travel_rarely,research & development,6,3,life sciences,3,male,4,1,laboratory technician,1,married,1601,1,yes,21,4,3,2,1,2,3,0,0,0,0,1,1,1,1,1,0.4655652627256472
586,24,0,non-travel,research & development,9,3,life sciences,3,male,2,1,laboratory technician,2,divorced,2694,1,no,11,3,3,3,1,4,3,1,0,0,0,1,1,1,1,1,0.8788766789928749
589,29,1,travel_rarely,research & development,1,2,life sciences,2,female,2,1,laboratory technician,1,married,2319,1,yes,11,3,4,1,1,1,3,1,0,0,0,1,1,1,1,1,0.04394356224967693
590,33,0,travel_rarely,research & development,7,3,medical,3,male,3,3,research director,3,married,11691,0,no,11,3,4,0,14,3,4,13,9,3,7,5,0,0,0,0,0.9996640411055615
591,33,1,travel_rarely,sales,16,3,marketing,1,female,3,2,sales executive,1,single,5324,5,no,15,3,3,0,6,3,3,3,2,0,2,3,0,0,0,1,0.18104771970005049
593,36,0,travel_rarely,research & development,1,3,other,3,female,3,2,manufacturing director,2,married,5228,0,no,15,3,1,1,10,2,3,9,7,0,5,3,0,0,0,0,0.9958078997037816
594,29,0,travel_rarely,research & development,23,2,life sciences,3,male,4,1,research scientist,3,married,2700,1,no,24,4,3,1,10,3,3,10,7,0,7,2,0,0,0,0,0.9983496990462349
596,35,0,travel_rarely,research & development,1,4,life sciences,4,female,4,1,research scientist,3,single,2506,3,no,13,3,3,0,7,0,3,2,2,2,2,1,0,0,0,1,0.954617962801065
598,28,1,travel_rarely,research & development,2,4,medical,3,male,3,1,research scientist,3,single,4382,6,no,17,3,4,0,5,3,2,2,2,2,1,3,0,0,0,1,0.7913698463590275
599,36,0,travel_rarely,human resources,13,3,human resources,3,male,3,1,human resources,2,married,2143,4,no,13,3,2,1,8,2,3,5,2,0,4,1,0,0,0,0,0.798265290580429
600,32,0,travel_rarely,research & development,4,3,life sciences,3,female,2,2,manufacturing director,3,married,6162,1,no,12,3,3,1,14,3,3,14,13,6,8,4,0,0,0,0,0.9977297430949466
601,40,0,travel_frequently,research & development,16,4,medical,1,male,2,2,laboratory technician,3,single,5094,6,no,14,3,4,0,10,6,3,1,0,0,0,3,0,1,1,2,0.5822681917160387
602,30,0,travel_rarely,research & development,2,3,medical,3,female,2,2,manufacturing director,4,single,6877,5,yes,24,4,2,0,12,4,2,0,0,0,0,4,0,1,0,2,0.7528527508489679
605,38,0,travel_frequently,research & development,12,3,life sciences,1,male,2,2,healthcare representative,1,divorced,6288,2,no,15,3,3,1,13,3,2,4,3,1,2,4,0,0,0,1,0.7827398472965554
606,34,0,travel_frequently,research & development,16,4,life sciences,3,female,2,1,research scientist,4,single,2553,1,no,16,3,3,0,6,3,3,5,2,1,3,1,0,0,0,2,0.6565147936304138
610,27,0,travel_rarely,research & development,5,1,technical degree,3,male,2,3,research director,4,divorced,12808,1,yes,16,3,2,1,9,3,3,9,8,0,8,5,0,0,0,1,0.9468741112510226
611,35,0,travel_rarely,research & development,7,3,other,3,male,3,3,manufacturing director,3,single,10221,3,no,21,4,2,0,17,3,4,8,5,1,6,5,0,0,0,1,0.9983077922770007
612,28,0,travel_rarely,sales,2,4,marketing,2,female,3,2,sales executive,2,married,4779,1,yes,20,4,1,0,8,2,3,8,7,7,5,3,0,0,0,1,0.12941151638326875
613,34,0,travel_rarely,human resources,3,2,human resources,3,male,3,1,human resources,4,married,3737,0,no,19,3,3,1,4,1,1,3,2,0,2,2,0,0,0,0,0.9324276714707813
614,26,1,travel_frequently,research & development,5,2,medical,3,female,2,1,research scientist,3,married,2366,1,yes,14,3,1,1,8,2,3,8,7,1,7,1,0,0,0,2,0.3673531169935205
615,27,0,non-travel,research & development,3,3,medical,4,male,3,1,research scientist,4,married,1706,1,no,11,3,3,3,0,6,2,0,0,0,0,1,1,1,0,1,0.9993560211480884
618,25,0,travel_rarely,research & development,2,1,medical,1,male,4,1,research scientist,1,single,3424,7,no,13,3,3,0,6,3,2,4,3,0,1,2,0,0,0,1,0.30047760151148484
619,33,0,travel_rarely,sales,1,3,medical,1,male,4,2,sales executive,1,divorced,4037,1,no,22,4,1,1,9,5,3,9,8,0,8,2,0,0,0,0,0.9888926545019557
620,35,0,travel_rarely,research & development,27,1,medical,3,female,2,1,research scientist,1,single,2559,1,no,11,3,4,0,6,3,2,6,5,1,1,1,0,0,0,1,0.6099370596751995
621,36,0,travel_rarely,sales,1,2,life sciences,2,male,3,2,sales executive,4,married,6201,1,yes,14,3,4,1,18,1,2,18,14,4,11,4,0,0,0,1,0.9735868648667861
622,32,0,travel_rarely,sales,13,4,life sciences,2,male,3,2,sales executive,4,divorced,4403,2,no,11,3,3,1,8,3,2,5,2,0,3,3,0,0,0,0,0.9789795939058561
623,30,0,travel_frequently,research & development,5,4,life sciences,2,male,2,1,research scientist,4,divorced,3761,9,no,12,3,2,1,10,3,2,5,4,0,3,2,0,0,0,1,0.4655444288751976
626,32,0,travel_rarely,research & development,8,2,medical,3,female,4,2,research scientist,3,married,5175,5,no,12,3,3,1,9,3,2,5,3,1,3,3,0,0,0,0,0.9974363989068152
628,37,0,travel_rarely,sales,16,4,marketing,4,male,2,2,sales executive,3,divorced,6334,4,no,19,3,4,2,9,2,3,1,0,0,0,4,0,1,0,0,0.9835757835696111
629,28,0,travel_rarely,human resources,8,2,medical,2,male,2,1,human resources,4,divorced,4936,1,no,13,3,4,1,6,6,3,5,1,0,4,3,0,0,0,0,0.9953048753379216
630,22,0,travel_rarely,research & development,1,2,life sciences,4,male,2,2,manufacturing director,4,married,4775,6,no,22,4,1,2,4,2,1,2,2,2,2,3,0,0,0,0,0.8705188081490225
633,36,0,travel_rarely,human resources,8,3,life sciences,1,male,2,1,human resources,1,married,2342,0,no,21,4,3,0,6,3,3,5,4,0,3,1,0,0,0,0,0.6018370978975667
